Date_Created,Tweet_ID,Language
Wed Apr 01 15:24:07 +0000 2020,1245371371091161095,en
Wed Apr 01 18:16:45 +0000 2020,1245414814907678720,ro
Wed Apr 01 18:08:43 +0000 2020,1245412795329339392,en
Wed Apr 01 23:52:12 +0000 2020,1245499234838810624,en
Wed Apr 01 12:36:34 +0000 2020,1245329205006606343,en
Wed Apr 01 18:02:13 +0000 2020,1245411158221139974,es
Wed Apr 01 19:46:09 +0000 2020,1245437312487403520,ro
Wed Apr 01 09:46:31 +0000 2020,1245286411533770753,en
Wed Apr 01 00:59:30 +0000 2020,1245153783555883008,en
Wed Apr 01 17:11:12 +0000 2020,1245398318168985600,en
Wed Apr 01 01:42:07 +0000 2020,1245164507418234881,en
Wed Apr 01 03:00:27 +0000 2020,1245184221586567170,und
Wed Apr 01 18:27:42 +0000 2020,1245417573317042178,en
Wed Apr 01 05:55:09 +0000 2020,1245228185643442178,en
Wed Apr 01 19:28:08 +0000 2020,1245432779875053568,es
Wed Apr 01 09:20:51 +0000 2020,1245279951504453634,zh
Wed Apr 01 00:07:45 +0000 2020,1245140762221830159,und
Wed Apr 01 22:13:05 +0000 2020,1245474293124935683,en
Wed Apr 01 10:43:53 +0000 2020,1245300848001003520,ro
Wed Apr 01 21:24:07 +0000 2020,1245461970339291137,en
Wed Apr 01 23:17:05 +0000 2020,1245490396408446983,es
Wed Apr 01 16:10:12 +0000 2020,1245382968727572485,es
Wed Apr 01 04:12:37 +0000 2020,1245202382004334592,en
Wed Apr 01 14:43:26 +0000 2020,1245361131432091650,ro
Wed Apr 01 05:44:50 +0000 2020,1245225591311196164,en
Wed Apr 01 03:17:12 +0000 2020,1245188436174221313,und
Wed Apr 01 07:31:49 +0000 2020,1245252511369396226,de
Wed Apr 01 05:51:48 +0000 2020,1245227341279879170,en
Wed Apr 01 09:36:29 +0000 2020,1245283887695134722,en
Wed Apr 01 09:51:01 +0000 2020,1245287546201858048,en
Wed Apr 01 00:36:55 +0000 2020,1245148101658038273,en
Wed Apr 01 17:54:13 +0000 2020,1245409145991372800,en
Wed Apr 01 10:43:53 +0000 2020,1245300847006887936,de
Wed Apr 01 10:04:23 +0000 2020,1245290908888625152,en
Wed Apr 01 16:21:34 +0000 2020,1245385829351960582,es
Wed Apr 01 22:45:22 +0000 2020,1245482416308916225,en
Wed Apr 01 05:28:42 +0000 2020,1245221529748733952,de
Wed Apr 01 21:19:21 +0000 2020,1245460769732354048,en
Wed Apr 01 18:37:55 +0000 2020,1245420143989026816,es
Wed Apr 01 19:47:36 +0000 2020,1245437677320585218,en
Wed Apr 01 11:30:00 +0000 2020,1245312454130683905,zh
Wed Apr 01 01:40:03 +0000 2020,1245163987442044929,en
Wed Apr 01 19:58:56 +0000 2020,1245440533121531905,en
Wed Apr 01 06:55:53 +0000 2020,1245243472027639808,en
Wed Apr 01 23:39:52 +0000 2020,1245496130911309831,en
Wed Apr 01 14:09:35 +0000 2020,1245352615564562432,en
Wed Apr 01 13:59:51 +0000 2020,1245350163834527747,en
Wed Apr 01 13:51:47 +0000 2020,1245348135808847872,en
Wed Apr 01 17:19:53 +0000 2020,1245400506299584512,en
Wed Apr 01 20:18:32 +0000 2020,1245445461919641603,en
Wed Apr 01 14:52:23 +0000 2020,1245363384230596611,zh
Wed Apr 01 22:46:29 +0000 2020,1245482697172176896,en
Wed Apr 01 09:05:51 +0000 2020,1245276178392518658,de
Wed Apr 01 18:02:23 +0000 2020,1245411201888030721,es
Wed Apr 01 07:54:14 +0000 2020,1245258152846622720,en
Wed Apr 01 07:56:19 +0000 2020,1245258679231877122,en
Wed Apr 01 16:24:29 +0000 2020,1245386562046574593,en
Wed Apr 01 14:57:51 +0000 2020,1245364761455398912,de
Wed Apr 01 03:15:39 +0000 2020,1245188046238056449,en
Wed Apr 01 18:41:50 +0000 2020,1245421126689288193,en
Wed Apr 01 11:51:51 +0000 2020,1245317954012622849,de
Wed Apr 01 04:12:16 +0000 2020,1245202294972370945,en
Wed Apr 01 04:11:31 +0000 2020,1245202107231166464,und
Wed Apr 01 02:42:00 +0000 2020,1245179578232029186,und
Wed Apr 01 18:45:06 +0000 2020,1245421950249439235,en
Wed Apr 01 16:52:53 +0000 2020,1245393710109454336,zh
